id;name;geoid;geoname;price (eur/MWh);datetime
600;Precio mercado SPOT Diario España;3;España;52.99;2024-10-30T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;44.6;2024-10-30T03:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;40;2024-10-30T04:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;52.5;2024-10-30T05:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;68.68;2024-10-30T06:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;76.04;2024-10-30T07:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;90.25;2024-10-30T08:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;85;2024-10-30T09:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;69.7;2024-10-30T10:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;69.57;2024-10-30T11:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;73.05;2024-10-30T12:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;73.52;2024-10-30T13:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;69.57;2024-10-30T14:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;72.65;2024-10-30T15:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;86.81;2024-10-30T16:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;102.3;2024-10-30T17:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;145;2024-10-30T18:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;143.36;2024-10-30T19:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;143.36;2024-10-30T20:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;132.33;2024-10-30T21:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;99.8;2024-10-30T22:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;91.71;2024-10-30T23:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;80;2024-10-31T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;76.79;2024-10-31T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;75;2024-10-31T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;72.59;2024-10-31T03:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;70.99;2024-10-31T04:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;77;2024-10-31T05:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;88.39;2024-10-31T06:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;117.05;2024-10-31T07:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;121.58;2024-10-31T08:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;102.8;2024-10-31T09:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;93.2;2024-10-31T10:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;85.04;2024-10-31T11:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;88.91;2024-10-31T12:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;85.31;2024-10-31T13:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;85.51;2024-10-31T14:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;95.5;2024-10-31T15:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;113;2024-10-31T16:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;130;2024-10-31T17:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;134.14;2024-10-31T18:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;135.01;2024-10-31T19:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;148.72;2024-10-31T20:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;134.34;2024-10-31T21:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;115.2;2024-10-31T22:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;102;2024-10-31T23:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;86.48;2024-11-01T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;81.71;2024-11-01T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;75;2024-11-01T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;70.7;2024-11-01T03:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;70.68;2024-11-01T04:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;71.66;2024-11-01T05:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;73.84;2024-11-01T06:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;78;2024-11-01T07:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;73.09;2024-11-01T08:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;70;2024-11-01T09:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;66.71;2024-11-01T10:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;47.8;2024-11-01T11:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;49.99;2024-11-01T12:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;50.24;2024-11-01T13:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;60;2024-11-01T14:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;70.43;2024-11-01T15:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;83.76;2024-11-01T16:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;105.48;2024-11-01T17:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;125.88;2024-11-01T18:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;120.01;2024-11-01T19:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;119.7;2024-11-01T20:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;110.75;2024-11-01T21:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;101.09;2024-11-01T22:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;95.65;2024-11-01T23:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;96.28;2024-11-02T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;91.56;2024-11-02T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;88.93;2024-11-02T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;86;2024-11-02T03:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;86.85;2024-11-02T04:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;85.62;2024-11-02T05:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;93.14;2024-11-02T06:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;100.11;2024-11-02T07:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;101.16;2024-11-02T08:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;88.93;2024-11-02T09:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;77.89;2024-11-02T10:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;71.77;2024-11-02T11:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;74.63;2024-11-02T12:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;69.84;2024-11-02T13:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;72.34;2024-11-02T14:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;70.63;2024-11-02T15:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;85;2024-11-02T16:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;105.82;2024-11-02T17:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;114.64;2024-11-02T18:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;114.64;2024-11-02T19:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;112.46;2024-11-02T20:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;111.54;2024-11-02T21:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;106.28;2024-11-02T22:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;100.61;2024-11-02T23:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;101.19;2024-11-03T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;91.36;2024-11-03T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;85.51;2024-11-03T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;85;2024-11-03T03:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;76.25;2024-11-03T04:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;75.12;2024-11-03T05:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;84.18;2024-11-03T06:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;87.14;2024-11-03T07:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;77.89;2024-11-03T08:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;40.1;2024-11-03T09:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;30;2024-11-03T10:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;19.99;2024-11-03T11:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;7.4;2024-11-03T12:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;24.77;2024-11-03T13:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;25.1;2024-11-03T14:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;30.3;2024-11-03T15:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;65.97;2024-11-03T16:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;94.73;2024-11-03T17:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;116.67;2024-11-03T18:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;114.01;2024-11-03T19:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;111.04;2024-11-03T20:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;102.54;2024-11-03T21:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;100.2;2024-11-03T22:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;95.24;2024-11-03T23:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;92.04;2024-11-04T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;89.96;2024-11-04T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;90.07;2024-11-04T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;83.82;2024-11-04T03:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;85.36;2024-11-04T04:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;89.89;2024-11-04T05:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;104.14;2024-11-04T06:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;121.54;2024-11-04T07:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;124.08;2024-11-04T08:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;118.04;2024-11-04T09:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;99.88;2024-11-04T10:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;93.32;2024-11-04T11:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;91.39;2024-11-04T12:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;90.1;2024-11-04T13:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;92.4;2024-11-04T14:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;109.64;2024-11-04T15:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;120.94;2024-11-04T16:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;135.24;2024-11-04T17:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;160.54;2024-11-04T18:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;151.52;2024-11-04T19:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;123;2024-11-04T20:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;118.28;2024-11-04T21:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;118.28;2024-11-04T22:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;109.64;2024-11-04T23:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;101.47;2024-11-05T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;94;2024-11-05T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;90.43;2024-11-05T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;90.89;2024-11-05T03:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;91.1;2024-11-05T04:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;101.47;2024-11-05T05:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;115.17;2024-11-05T06:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;124.09;2024-11-05T07:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;133.14;2024-11-05T08:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;118.23;2024-11-05T09:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;105.87;2024-11-05T10:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;95.28;2024-11-05T11:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;94.92;2024-11-05T12:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;99.25;2024-11-05T13:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;109.5;2024-11-05T14:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;111.33;2024-11-05T15:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;115.54;2024-11-05T16:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;123.62;2024-11-05T17:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;193;2024-11-05T18:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;186.2;2024-11-05T19:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;154.45;2024-11-05T20:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;126.63;2024-11-05T21:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;121.28;2024-11-05T22:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;112.23;2024-11-05T23:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;123.04;2024-11-06T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;119.23;2024-11-06T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;117.98;2024-11-06T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;116.03;2024-11-06T03:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;110.43;2024-11-06T04:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;112.53;2024-11-06T05:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;119.23;2024-11-06T06:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;125.01;2024-11-06T07:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;128.89;2024-11-06T08:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;119.23;2024-11-06T09:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;100.34;2024-11-06T10:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;92.33;2024-11-06T11:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;88;2024-11-06T12:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;90;2024-11-06T13:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;86;2024-11-06T14:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;92.58;2024-11-06T15:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;105.8;2024-11-06T16:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;125;2024-11-06T17:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;171.89;2024-11-06T18:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;167.02;2024-11-06T19:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;135.18;2024-11-06T20:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;124.65;2024-11-06T21:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;117.39;2024-11-06T22:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;116.16;2024-11-06T23:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;106.54;2024-11-07T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;95.72;2024-11-07T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;94.01;2024-11-07T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;99.32;2024-11-07T03:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;100.2;2024-11-07T04:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;107.61;2024-11-07T05:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;109.9;2024-11-07T06:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;122.76;2024-11-07T07:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;127.51;2024-11-07T08:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;120.04;2024-11-07T09:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;105.6;2024-11-07T10:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;95;2024-11-07T11:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;90;2024-11-07T12:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;90;2024-11-07T13:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;92;2024-11-07T14:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;106.87;2024-11-07T15:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;119.16;2024-11-07T16:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;122.98;2024-11-07T17:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;151.49;2024-11-07T18:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;144.66;2024-11-07T19:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;130.99;2024-11-07T20:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;124.48;2024-11-07T21:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;115.31;2024-11-07T22:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;111.73;2024-11-07T23:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;103.48;2024-11-08T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;104;2024-11-08T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;98.78;2024-11-08T02:00:00+01:00
